method;level;f1_weighted_mean;hierarchical_f1_mean;accuracy_mean;macro_f1_mean;g_mean_mean;mcc_mean;kappa_mean;r2_mean;pearson_corr_mean;ari_mean;nmi_mean;jsd_mean;jsd_scaled_mean;kl_divergence_mean;kl_scaled_mean;train_time_mean;inference_time_mean;f1_weighted_std;hierarchical_f1_std;accuracy_std;macro_f1_std;g_mean_std;mcc_std;kappa_std;r2_std;pearson_corr_std;ari_std;nmi_std;jsd_std;jsd_scaled_std;kl_divergence_std;kl_scaled_std;train_time_std;inference_time_std;stability
deepcelltypes_adapted;level_3;0.5006911943998377;0.4968637444707218;0.4456572232141446;0.12372147485206933;0.10475856120492352;0.14551812911156597;0.13680881413075596;0.8451035144320171;0.9192951182465927;0.15053106620681414;0.035264133849662635;0.41528955542925;0.58471044457075;7.953184526435663;0.11169210207243525;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;1.0
flowsom;level_1;0.931496649606323;;0.91836601410461;0.46103216095457983;0.9034193766776931;0.8223976758185133;0.8211195435236043;0.9975699305971616;0.9987840672104493;0.7497246850001935;0.5993568640399275;0.12145898947930396;0.878541010520696;0.8476831160800976;0.5446369590079928;;28.822000000000003;0.0028509103864739743;;0.004656464157397365;0.0013663567608900634;0.004820072563135193;0.00896495389390855;0.009320539947341569;0.001233564356828221;0.0006174305280323728;0.012059220139071876;0.012380803250126943;0.011042655152681907;0.011042655152681893;0.15464660929443963;0.04914444161161262;;0.0;0.9857454480676301
flowsom;level_2;0.9068789888544422;;0.8938235712367079;0.48896411414004426;0.7861817541472371;0.7865396201643408;0.7853824973137958;0.9968420817121552;0.9984193753091307;0.7663894221026132;0.5784839349138707;0.12288222126715025;0.8771177787328498;0.8491118512900705;0.5442415935077901;;28.822000000000003;0.006562382181532153;;0.008861555947080433;0.007149086231198372;0.00977851256982323;0.0155796837261492;0.01620891174080326;0.001994778929766958;0.0009996316203236917;0.01662055616106664;0.01720784132157603;0.01171496535081422;0.011714965350814266;0.15533962401746565;0.04929461401731342;;0.0;0.9671880890923392
flowsom;level_3;0.8419007944346494;0.8830201943363162;0.8229945172146819;0.34562063406762333;0.5535197694989951;0.6748403747794826;0.6715506520956022;0.9867625509997907;0.9933575488988633;0.7849106423954167;0.5522107528229789;0.25525775349379015;0.7447422465062098;2.7470225903716936;0.26967324166261536;;28.822000000000003;0.005850250225116878;0.00898238655111203;0.008095733005185068;0.02300721026314767;0.06821469694091534;0.011941863456884206;0.01262115999986045;0.003972389364032034;0.001999313512098449;0.011230220552386401;0.009941336573276205;0.015435881619706304;0.015435881619706306;0.4233214189408723;0.029735435946189104;;0.0;0.9707487488744156
flowsom_meta_clusters;level_1;0.8659461076297782;;0.8554856820827211;0.5627364670741667;0.8081009837890901;0.6824978871341681;0.6757865459946464;0.9619168274139462;0.9805068671072639;0.5580444871219292;0.4170566897098262;0.12880961611973094;0.8711903838802691;1.0480105308019687;0.5956703922593453;;28.822000000000003;0.006268545203583828;;0.01553910469183261;0.008890703877435647;0.03756585591271917;0.017588786784397643;0.023879522099440484;0.04815646751351774;0.02505460363553205;0.055252847654930284;0.04899022642616766;0.06796106960185296;0.06796106960185293;1.313443143784843;0.208744522951304;;0.0;0.9686572739820809
flowsom_meta_clusters;level_2;0.7601488566460958;;0.770984952624732;0.4015021414167074;0.6522868581479603;0.5484388129367813;0.531300399838193;0.8849309094691632;0.93905296535511;0.577215962081186;0.3999717232295;0.26592711299207356;0.7340728870079264;1.2301029014234859;0.5342697126220098;;28.822000000000003;0.06707231406021234;;0.07641807756865003;0.06322140737353904;0.26710697587085724;0.12335501922752484;0.13376772013138732;0.11365103499062747;0.06109439640691507;0.05383420110494592;0.029557739683893153;0.057949369011412316;0.05794936901141233;1.273264452806749;0.1897770688191423;;0.0;0.6646384296989383
flowsom_meta_clusters;level_3;0.6780858545288054;0.7646574306273353;0.7005361647890366;0.23041686809819906;0.5244950173814559;0.44217151477528643;0.42045800673588357;0.8904156882441058;0.9432368127372035;0.5744837598109048;0.3751576912475201;0.41461482523778703;0.585385174762213;4.457439972973728;0.3403297665391675;;28.822000000000003;0.03147759844229653;0.07570868474745152;0.040159635782974254;0.04853188688686139;0.13568138258175136;0.05847784820009619;0.06390815520157854;0.054912381223318686;0.02939394512074053;0.08113077740976649;0.03885453909665792;0.075385849649861;0.07538584964986099;4.181289129612285;0.25105596143359554;;0.0;0.8426120077885173
leiden_res0_5;level_1;0.8799401030914433;;0.869155145443916;0.5750983836249501;0.8272404571617008;0.7108911728061644;0.704575812420805;0.9690853146941516;0.984390904031823;0.5845990751740764;0.44251779983965484;0.13827978223615944;0.8617202177638406;0.9635785491669248;0.5120155827338226;678.566;678.566;0.012829271021320187;;0.011681359813297631;0.010459762971091406;0.023656645376207215;0.026787841900525626;0.029865892110527415;0.017042739725159108;0.008650343458630472;0.03671177110833857;0.030483098288586852;0.013278255923366343;0.01327825592336631;0.16423592496492526;0.0410980520692389;0.0;0.0;0.9358536448933991
leiden_res0_5;level_2;0.854531448099309;;0.8461097505095673;0.5566563904523879;0.672857811484865;0.6816255054511601;0.6762134331828058;0.9786535579347622;0.9892515270435591;0.6162704562750452;0.4478152741251245;0.14580448571718116;0.8541955142828188;0.971479610285955;0.5097222356774223;678.566;678.566;0.01562849267512769;;0.015742639022838137;0.023113408715972165;0.01706998491756259;0.03033527173911412;0.03276826295468757;0.013064424976914669;0.006611937759507356;0.028129942523643512;0.01842446981958399;0.01168731692588944;0.011687316925889443;0.1584865564626184;0.03879385627162954;0.0;0.0;0.9218575366243615
leiden_res0_5;level_3;0.704977800863421;0.8356105213496839;0.7319382515129012;0.2068669704483206;0.6120248619964375;0.4849862806200753;0.47543143491722983;0.9631257437849383;0.9813871097446689;0.6243817329035468;0.4110647690786419;0.3579363863978787;0.6420636136021213;2.7576829029705614;0.2882839477805238;678.566;678.566;0.005269888831775211;0.015155054523879692;0.013037047058902436;0.03314557342015997;0.1510679064407372;0.015973523904187235;0.015210795119280298;0.004948982601552716;0.002521064245332515;0.03305167798576982;0.015156844965874527;0.028688711073153333;0.028688711073153312;1.10987232379779;0.09410432315966084;0.0;0.0;0.9736505558411239
